StartDate,DistributionChannel,Progress,Duration,Finished,Consent,Age,Gender,Gender_identity,Gender_other_text,Teacher,Subject_prog,Klartdukankoda,Soc_stereotype_tech,Soc_stereotype_care,Pers_stereotype_tech,Pers_stereotype_care,Q1.RP1,Q2.RP2,Q3.RP3,Q4.RP4,Q5.RP5,Q6.RP6,Q7.RP7,Q8.RN1,Q9.RN2,Q10.RN3,Q11.RN4,Q12.RN5,Q13.RN6,Q14.RN7,Q15.LP1,Q16.LP2,Q17.LP3,Q18.LP4,Q19.LP5,Q20.LP6,Q21.LP7,Q22.LN1,Q23.LN2,Q24.LN3,Q25.LN4,Q26.LN5,Q27.LN6,Q28.LN7,FL_6_DO
44273.26925,anonymous,33,537,0,1,44,1,1,-99,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.28572,anonymous,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.28608,anonymous,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.2948,anonymous,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.359,anonymous,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.37718,anonymous,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.39131,anonymous,26,25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.40387,anonymous,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.50578,anonymous,26,21,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.57567,anonymous,2,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.61542,anonymous,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44274.27225,anonymous,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44274.34182,anonymous,33,66,0,1,49,2,2,-99,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44284.1991,anonymous,100,905,1,1,47,2,2,-99,2,1,3,2,5,3,4,"24C2538,27C1476,28C1066,22C857,20C1773,24C958,30C794,21C986,27C864,22C855,17C1004,29C1020,30C677,25C1097,17C952,21C818,26C879,26C736,18C816,29C1033,END","5C797,9C891,12C717,9C663,3C891,1C656,3C556,15C696,11C901,10C715,4C812,12C751,13C686,1C719,13C670,10C694,5C717,7C684,2C578,2C696,END","11C961,27C788,3C600,24C720,9C913,17C1076,1X1532,20C871,5C833,28C806,7C847,26C860,12C679,18C785,13C693,29C959,10C571,22C634,4C800,30C770,END","5C1111,25C1003,1C761,21C1071,15C781,22C736,4C860,24C700,9C676,30C767,13C595,26C1192,2C789,17C696,9C692,20X1656,3C210,20C909,5C633,21C817,10C734,18C997,7C851,25C1217,13C836,27X1083,2C686,26C1247,4C850,22C1071,12C778,30C1122,3C736,29C936,11C875,28C870,11C594,17C763,15C737,28C783,END","17C1197,30C780,17C797,25X1420,28C267,17C779,20C1076,25C1417,30C769,27C969,29C895,30C698,27C735,20C873,24C894,29C939,29C670,26C902,25C951,26C825,24C808,21C731,28X1491,26C194,29C1361,21C776,20C1647,21C960,28C706,20C1572,18C859,18C815,22C802,24C797,18C690,30C682,17C830,22C986,22C719,27C706,END","2C1270,17C1204,9C1335,25X1631,13C1187,29C1857,3C1419,22X3279,10C1429,27C975,5C1332,24C3073,15C1133,28X1220,4C582,21C2399,12C997,30C1071,1C1166,20C975,END","9C2340,27C1052,15C722,29C1279,5C1527,28X2099,13X1201,30C1720,10C907,27C1432,10C931,24C1853,1C917,26C1588,3C978,25C2403,11C824,24C2598,12C1069,17C1215,15C805,25C2838,4C761,21C1172,1C950,18C1209,2X1032,20C1263,7C954,26X1868,7C1228,28C1199,12C998,18X3848,9C1424,22C3112,4C821,20C1823,5C1586,17C1251,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44277.24372,anonymous,91,170,0,1,55,2,2,-99,3,1,3,2,4,3,3,"22C1728,27C2374,29X7033,22X5605,20X4150,17C1715,28C1552,26X4170,26C1212,30X3189,29C334,27C612,30C783,20C836,21C895,17C642,18C806,25C1717,24C956,21C828,END","10C1294,7C940,10C763,15C1030,1C879,3C830,2C823,13C934,7C819,13C777,11C923,4C808,9C678,12C906,11C880,2C746,3C628,5C636,12C783,1C833,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44284.48499,anonymous,100,2360,1,1,48,2,2,-99,2,1,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,"30C1499,17C1182,28C1233,26C1241,30C1095,17C819,28C924,21C1639,24C1453,25C1219,21C1342,26C1069,27C1010,24C1111,25C914,18C841,20C1322,29C1168,20C1240,22C1403,END","9X2926,10C1069,7C928,15C1001,9C1135,11X1904,1C1217,5C963,12C844,3C986,15C857,4C860,2C1011,10C774,4C1238,11X1616,1C999,5C837,3C1025,13C764,END","9C771,27C1168,3C1374,22C1089,2C1038,30C894,7C908,25C895,13C769,28C1053,11X1714,18C1021,5C786,29C1189,10C772,21C854,4C1041,20C960,15C839,17C774,END","10C774,21C804,9C625,20C691,5C796,27C891,12C690,17C668,1C816,30C864,2C765,25C850,13C722,30X1340,4C933,18C775,15C700,26C954,7C841,27C944,12C674,29C950,2C840,21C926,15C1059,28C777,4C990,25C857,7C794,24C895,11C952,22C1081,10C821,26C987,1C794,20C876,3C751,24C1609,9C697,17C706,END","18C891,17C761,22C776,29C953,20C881,22C915,26C869,17C885,25C875,25C687,24C913,22C951,20C782,25C962,18C849,24C797,27C886,26C739,26C576,21C991,18C654,17C636,28C933,30C679,30C558,25C706,27C713,21C898,18C626,20C868,21C595,28C842,29C912,17C722,26C904,24C1114,29C726,30X1327,27C838,28C747,END","5C1873,17X783,10C937,26C1611,1C853,27C1152,3C1042,25C839,11X1284,20C1806,12C872,22C1046,13C844,30C856,4C884,18X1273,7C971,24C878,9C732,28C924,END","7C1080,26C793,5C757,29C813,10C691,27C758,13C729,24C940,1C876,26C812,1C1055,28C1207,15C902,21C895,4C831,22C1203,12C745,20C854,5C882,22C868,11C1071,17C1226,9C715,18C1011,12C802,29C882,2C860,25C903,4C904,30C882,13C755,28C765,3C791,17C940,2C841,21C1036,11C1014,30C840,10C826,20C968,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44284.96015,anonymous,100,354,1,1,45,1,1,-99,3,2,2,1,5,3,3,"22C2127,17C1533,30C873,20C1513,18C1026,28C1009,26C1723,21C1019,27C1080,24C925,30C805,29C1917,21C1196,28C798,22C877,18C1042,27C822,25C1117,20C1038,29C1028,END","15C1927,3C857,10C861,1C1189,7C1457,12C996,11C795,4C981,2C1154,12C1077,15C881,3C828,1C1057,4C1053,9C972,5C944,7C936,11C764,10C714,13C684,END","10C879,24C963,2C888,28C1529,15C717,21C857,5C1556,18C724,13C746,26C793,12C826,22C833,7C900,29C930,4C926,17C1025,1C688,27C873,11C628,25C852,END","10C831,22C821,15C1797,26C774,4C716,18C905,2C818,27C844,4C860,30C810,13C716,27C982,15C745,28C715,11C675,22C726,12C693,20C781,10C753,29C937,12C617,17C805,7C764,30C844,9C753,26C722,1C709,20C788,9C700,21C845,1C933,21C920,5C674,28C1053,5C814,18C765,3C918,24C1564,2C677,25C705,END","21X2376,28C1252,29C957,29C757,29C865,27C701,27C660,30C630,25C792,24C824,17C691,21C761,18C832,29C1128,17C949,30C876,21C795,20C836,28X1300,30C865,25C905,20C838,22C1752,17C3418,26C925,18C3481,26C841,22C909,25C773,17C795,24C1659,27C651,24C632,22C645,26C731,20C707,22C717,28C778,18C723,27C1360,END","9C3088,29C1485,12C1388,18C1203,1C833,22C1161,11C713,24C867,7X1241,25C1070,4C689,26C962,15C1029,27C1083,3C1163,17C1016,5C834,20C1013,10C705,28C833,END","2C2240,30C905,15C928,17C752,12C857,28C1041,1C811,20C900,11C614,18X1804,10C866,18C612,5C773,26C969,12C732,27C1241,3C894,26C986,2C1148,30C921,1C971,29C882,7C996,24C974,7C782,17C1162,3C874,29C869,11C648,25C1016,9C805,21C1059,4C749,22C1440,13C745,27C733,10C884,20C929,15C781,24C981,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44285.08674,anonymous,100,673,1,1,44,2,2,-99,4,2,1,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,"26C1805,26C1386,27C2711,18C12518,26C3069,21C1316,29C1008,17C826,22C976,24C1190,28C1002,25C1757,22C1005,30C849,26C1538,27C838,30C727,25C765,20X1496,20C668,18C764,24C739,END","3C1081,9C792,7C1034,15C862,10C843,7X3120,12C961,4C860,9C718,5C610,4C942,12C745,5C800,10C790,13C831,1C796,2C827,11C1005,15C820,2C722,END","12C1714,27C1309,1C1310,24C1918,11C1649,17C3758,9C991,21C1054,3C846,30C1182,10C869,25C1055,13C997,22X1806,7C1526,28X2846,2C2645,26C1224,5C928,18C1117,END","1C874,24C1360,7C1172,26C967,7C934,24C870,2C1005,18C810,15C861,27C1321,2C771,28C1248,4C876,30C1100,11C839,29C965,1C953,25C1015,9C1540,18C766,15C722,29C872,13C743,21C1106,4C892,20C2173,3C704,22C922,12C941,20C861,10C1182,30C850,11C993,27C791,9C759,22C837,13C893,26C869,5C768,17C1556,END","17X3468,22C1422,24C1307,17C1090,30C933,27C871,20C844,24C955,27C1101,28X2629,20C944,22C871,27C975,25C886,30C716,26C752,21C843,26C889,28X1818,29C299,18C981,24C810,24C836,26C870,20C875,25C968,18C1080,21C1948,25C936,29C704,30C856,22C683,18C664,27C745,30X1366,17C794,20C924,29C980,28C1328,21C606,END","11C2574,28C973,13C754,20C1083,7C1001,24C1388,5C785,26C1151,4C1342,18X3702,1C1652,30C1125,3C872,21C863,15C1234,27C728,9C700,25C892,12C860,17C860,END","1C1078,18C867,13C769,25X2059,2C769,21C919,12C744,17C1289,3C786,27C1007,11C649,17C1133,10C806,26C2222,13C1134,28C1075,4C905,20C1795,9C1580,22C965,11C924,18C1272,2C1836,26C1178,5C2053,29X2343,9C346,30C729,15C625,24C1278,3C886,22C870,7C783,21C830,5C814,25X2821,10C250,27C897,4C841,29C995,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44285.15153,anonymous,100,483,1,1,1970,1,1,-99,1,1,1,2,4,3,4,"21C2361,18C1031,24C1065,26C799,29C949,17C1045,30C801,22C913,27C880,25C786,28C935,27C690,29C676,25C524,20C970,22C1094,26C886,17C896,21C656,20C1580,END","12C742,13C739,4C776,7C877,7C723,15C935,5C731,10C696,2C666,1C822,2C635,1C560,10C642,9C624,9C535,11X1650,13C832,11C647,4C656,3C762,END","2C1286,18C930,10C1269,28C1654,13C845,20C1098,5C1129,30C927,9C801,22C924,12C752,21C821,15C812,26C1154,7C765,24X1306,4C874,27C1282,1C794,29C942,END","7C734,21C703,10C675,18C646,9C583,29C837,4C1381,28C704,11C677,28C783,3C734,22C723,3C735,25C828,15C779,30C701,13C696,17C788,2C690,25C830,13C781,24C706,7C781,22C778,1X1238,18C285,4C968,21C782,5C649,30C715,11C585,27C728,2X970,20C269,12C1129,26X1153,9C314,17C959,12C810,26C745,END","26C857,26C727,29C826,26C651,28C755,26C672,29C775,30C638,30C531,21X1229,28X1604,22C864,25C1009,17C640,20C721,17C604,20C657,17C549,22C546,27C847,30C679,24C684,27C751,22C699,30C790,21C796,18C707,29C949,24C1003,24C849,20C969,21C802,17C596,25X1018,27C289,20C836,18X1116,18C325,25C905,28X1163,END","9C1415,22X3732,5C2390,25C1389,12C1361,29C1964,13C1540,18X2246,3C2855,24C2263,11C1083,17C2018,1C1172,30X1608,10C1787,21C1261,2C1010,28C1278,7C1998,27C1378,END","11C1030,20C1107,2C1069,18C1346,1C1684,18C1476,12C1051,24C1225,13C763,28C1166,10C1015,26C1029,11C1608,27C1202,7C1486,22C1279,3C975,30C1175,13C1032,20C1257,4C1092,29C1297,3X1507,29C1353,5C956,17C935,10C841,28C882,12C924,22C829,15C876,17C701,5C1022,21C902,1C829,25C1140,7C1359,25C1234,9C814,30C1122,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44285.26323,anonymous,100,570,1,1,52,2,2,-99,3,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C4159,30C1462,29X3142,21C1497,28C1036,27C959,20C1112,26C906,17C926,21C901,25C1086,18X1445,18C845,20C1549,28C1197,24C2169,27C855,29C1118,24C885,30C828,END","12C1634,3C761,7C774,13C712,7C644,15C590,5C584,10C814,9C707,11C730,2C820,1C671,4C632,5C703,3C642,2C630,12X1246,9C716,15C645,13C654,END","7C1932,18C1090,11C674,30C654,3C705,24C783,1C864,28C750,5C877,25C857,13C674,20X1478,2C855,21C896,15C806,26C717,12C616,17C756,10C733,27C833,END","1C846,30C666,15C664,27X1375,3C626,26C956,10C710,22C647,12C696,18C981,1C688,17C969,13C664,21C731,2C783,22C792,11C683,20C980,5C756,18C961,7C772,21C836,4C762,29X1246,9C620,30C685,10C665,25C714,2X965,27C830,9C781,25C889,13C682,28C764,3C788,28C978,7C779,17C854,15C662,24C1105,END","26C874,17C690,22C797,25C683,26C777,20X1431,24C956,29C890,24C1288,22C832,28C767,30C769,21C1127,20X1785,18C1018,26C819,27C761,29C848,18C1033,28C832,18C905,17C1041,30C1309,17C758,28C759,28C828,27C894,25C1167,27C744,24C812,29C872,22C813,25C738,18C683,21C1160,21C608,20X1370,30C840,17C852,27C728,END","10C1422,28C992,1X2213,17C1336,3C933,27C1847,13C1147,26C1126,9C979,20C2436,7C1126,18C1751,4C936,30X1750,5X1945,22X1808,11C1718,25C1155,15C1085,21C2037,END","2C1219,21C1098,12C782,26C1137,1C1216,27C1828,10X1270,24C1314,7C1213,22C1065,2C1194,30C1926,13C1152,17C1073,11C835,17C1140,9C1015,18C1268,4C902,27C1210,7X1909,30C1546,15C935,29C1729,9C1556,25C1035,3C1673,28C1223,15C856,29C2661,5C1889,20C2184,4X1642,21C1301,1C1061,28C1187,12C1017,22C1100,13C1249,18X1711,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44286.43097,anonymous,100,578,1,1,59,2,2,-99,3,2,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,"21C10515,24C1247,28C933,24C1399,25C1135,18C947,29C1178,26C874,29C818,17C848,21C1102,26C800,22C921,20C1367,30C923,27C1111,30C1237,18C1112,20X2182,28C1129,END","1C3468,15C979,2C820,13C670,4C883,15C926,7C886,10C804,10C799,1C787,9C1015,9C810,5C791,13C831,4C719,11C828,3C841,12C852,2C779,5C819,END","13C1223,17C1286,15C848,28C876,1C755,24X3187,4C1225,26C977,11C1230,20C1045,12C968,25C1051,2C1183,21C1122,5C916,29C1271,9C1070,30C1104,7C1115,22C883,END","4C975,26C976,1C653,18C1011,7C801,28C1247,7C817,20C951,5C820,22C1202,15C1014,17C979,11C871,21C1347,5C993,29C1703,2C751,30C772,10C885,25C950,11C1257,29C992,4C889,26C1000,9C987,22C1107,9C865,17C814,3C789,28C874,12C1097,27C864,15C1629,30C1040,10C1402,21C989,13C1063,24C1021,1C1078,20C1409,END","27C1382,26C831,18C882,24C790,20C984,24C797,26C736,27C861,18C857,24C706,21C830,25C778,20C863,24C1119,26C813,17C796,17C704,20C758,18C758,30C662,30C633,22C661,22C610,26C775,30C1275,25C823,28C693,27C725,28C581,20C1045,29C1192,28C724,29C804,29C1003,21C1090,21C708,17C740,25C842,22C813,29C770,END","7C897,25C961,5C811,29C1056,2C731,24C762,10C779,30C633,4C825,26C1072,13C938,21C1025,11C830,22C771,15C767,20C1543,1C747,28C919,12C585,18C797,END","13C979,29C856,4C744,28C827,9C1038,24C711,11C769,22C751,7C667,30C789,7C796,18C880,12C928,30X1532,3C794,27C1301,13C1252,27C939,9C794,17C635,3C598,20C1081,10C674,28C1251,2C921,29C768,15C996,20C840,1C1145,25C1027,4C777,24C829,10C767,21C1019,15C1213,21C898,5C918,26C646,5C787,18C853,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44287.12906,anonymous,100,455,1,1,40,1,1,-99,4,2,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C1669,26C937,27C1150,24C1024,21C1048,24C826,28C907,26C862,18C895,20C947,28C842,18C930,29C1008,20C1053,25C865,21C930,17C838,25C825,30C1057,29C947,END","13C1694,4C875,7C967,13C918,1C824,12C674,15C743,9C765,2C732,5C689,5C709,15C716,10C716,11C776,9C664,2C753,7C759,3C773,11C662,3C736,END","3C727,17C783,15C705,26C775,5C726,20C811,7C826,24C804,11C654,22C809,13C659,28C758,1C755,21C840,4C629,30C727,9C638,27C1096,12C667,25C838,END","12C752,17C768,3C703,17C661,7C687,22C781,15C670,21C865,13C653,27C800,9C640,24C825,5C809,22C781,1C708,30C651,2C710,20C914,5C837,18C775,4C705,28C791,1C821,29C870,10C793,21C855,11C708,26C746,10C689,27C740,4C746,26C857,11C711,20C762,15C730,25C793,7C743,30C752,13C687,28C708,END","29C1389,21C897,17C742,20C797,18C702,22C754,29C998,25C828,27C845,29C817,25C809,24C899,28C822,18C1367,17C756,18C738,30C846,20C930,30C917,21C889,17C701,21C745,27C807,22C785,26C809,28C1174,30C1093,27C800,26C801,25C816,26C746,22C809,17C788,20C923,24C711,24C701,30C800,18C801,27C808,28C889,END","7C1167,22C981,11C772,18C858,5C1042,20C1364,1C1494,27C1531,3X2001,26C1298,15C998,30C1703,13C956,29C1080,9C1290,24X1559,2C1383,17C1339,10C1293,28C1198,END","9C904,28C891,15C1518,24C768,1C909,27C1001,12C1098,21C805,11C805,29C908,3C760,20C1256,10C674,22C877,12C856,30C1007,5C657,18C783,4C836,21C1955,4C931,17C746,3C1173,26C810,7C757,18C789,10C727,29C986,5C825,20C883,13C783,24C1524,2C814,25C782,7C822,26C775,9C839,30C839,11C1075,27C843,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44289.16756,anonymous,100,451,1,1,36,2,2,-99,3,2,3,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26C4772,17C1168,20C2169,28C928,24C1049,24C970,22C1085,28C1126,30C912,25C892,18C1019,30C929,20C1095,29C1193,27C926,22C786,21C1415,27C864,21C1431,25C884,END","13C1464,15C825,12C724,9C684,11C923,11C906,13C887,1C806,10C725,7C799,15C745,4C856,2C884,5C852,3C933,1C729,10C757,7C741,5C889,2C707,END","13C2507,28C1920,10C770,24C1855,7C1035,17C1455,11C1277,22C1072,4C754,29C1079,3C842,26C863,12C916,18C836,5C893,25C885,1C744,27C1167,9C744,21C804,END","5C1204,21C1142,3C728,17C785,11C611,17C654,13C834,22C764,1C772,20C2437,13C785,29C863,9C632,24C750,4C901,27C946,2C806,18C901,15C747,26C868,5C703,25C945,10C709,22C833,3C741,29C1287,12C828,20C825,10C726,24C806,4C880,28C853,2C734,25C955,7C743,30C795,9C764,27C845,11C673,28C743,END","28C1306,21C793,24C884,27C735,22C775,25C721,27C746,25C950,22C632,22C662,18C821,21C714,24C606,28C638,29C874,26C645,29C675,30C748,18C762,29C630,17C758,24C840,29C1121,20C1001,17C689,25C880,20C714,20C644,17C742,25C715,30C645,22C659,26C784,28C735,27C1892,21C848,30C673,18C665,17C842,26C759,END","7C1136,29C1654,2C1313,21C1862,11C852,24C1753,3C1322,27C1071,5C905,30C1003,10X1695,28C1654,12C1105,20C2471,13C971,25C850,1C876,17C854,9C660,18C816,END","1C993,21C1260,12C783,24C724,11C687,22C595,10C678,29C734,5C1116,25C844,12C874,17C1580,10C1187,27C786,9C726,17C1402,13C775,30C813,2C731,21C868,1C1185,26C962,7C692,24C840,13C894,25C745,3C606,29C663,3C628,28C972,4C794,18C774,2C986,26C760,5C641,20C849,15C690,30C756,9C748,18C800,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44291.40653,anonymous,100,449,1,1,58,2,2,-99,3,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28C3200,25C976,20C1097,22C948,28C972,24C901,25C838,26C908,26C728,18X5995,21C1229,20C895,29C1236,27C874,24C1112,17C949,30C1026,18C1019,30C928,17C1089,END","11C1239,15C752,13C821,9C698,1X4117,3C980,3C819,9C876,15C839,5C890,7C927,12C814,4C883,12C868,5C819,4C814,11C809,7C1139,10C1111,2C1001,END","13C2421,20C1457,10C1007,26C1386,1C914,29C1519,4C1180,27C1024,12C865,30C1007,7C897,24C1138,11C1116,17X3291,5C1012,25C1092,15C987,18C985,3C1005,21C1136,END","15C948,22C1800,15C803,30X1059,12C3113,24C1954,9C743,28C1106,5C807,25C996,13C863,29C928,4C1063,26C1626,7C825,27C869,1C887,28C791,4C711,24C807,10C738,18C1069,2C851,29C1069,1C1022,20C816,5C871,22C1058,2C846,27C1720,3C940,30C924,11C877,21C918,12C773,18C879,9C769,17C943,13C814,20C1180,END","27C1547,28C738,25C765,25C643,18C952,27C885,30C1296,17C1027,24C1560,18C842,30C925,28C931,21C1363,17C850,20C793,24C854,21C951,21C793,25C808,29C738,29C769,29C733,22C852,30C865,28C859,24C983,26C837,26C809,25C823,29C692,22C853,20C782,17C770,26C880,24C1762,27C843,20C879,20C765,22C782,18C914,END","15C1616,20C939,3C819,22C897,12C802,27C932,10C713,29C1096,1C758,24C768,4C795,28C881,7C844,17C1072,13C750,30C818,11C733,26C848,5X1468,18C1193,END","7C1609,17C1028,12C774,28C775,5C895,21C963,9C721,24C902,12C857,27C855,13C751,26C939,10C736,26C769,11C712,17C660,5C689,25C869,4C849,30C824,11C818,18C807,3C746,22C834,13C729,24C888,2C972,20C808,1C715,20C706,10C727,30C815,7C746,25C827,1C907,22C829,4C1009,29C863,15C805,29C882,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44291.60475,anonymous,100,436,1,1,44,1,1,-99,3,1,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,"18C1163,24C1107,27C1084,20C1066,24C896,21C1157,17C722,29C948,28C872,26C764,29C848,21C1051,22C749,25C1108,30C857,30C584,22C743,18X1376,26C824,27C1303,END","3X2083,2C770,5C631,5C588,10C795,4C733,11C1779,9C679,12C608,15C693,10C583,2C684,7C738,15C859,13X1311,1C826,11C938,1C763,7C787,12C678,END","15C938,17C1338,10C701,22C971,7C830,25C1087,9C746,30C797,2C791,24C880,12C746,26C803,5C795,20C752,4C797,21C916,1C814,27C778,11C753,28C773,END","12C646,28C674,9C618,25C679,4X1098,25C1260,3C580,29C1143,12C892,17C1181,9C820,22C854,7C695,18C873,1C913,21X1238,15C759,28C797,2C729,21X1347,11C653,29C662,13C655,20X1166,7X1129,30C865,5C1043,27C976,15C764,24X1201,10C664,26C786,1C872,30C725,5C806,24C1068,11C761,18C1236,2C655,22C707,END","24C1079,27X1228,24C974,27C795,26C753,18C755,30C865,30C717,18C1496,25C894,17C906,20C839,29C797,30C656,17C713,29C639,21C1005,30C564,28C733,20C920,17C1057,25C1059,25C673,26C691,22C757,17C693,28C691,18C888,21C929,20C721,26C686,27C650,28C619,24C668,28C752,24C682,22C770,22C629,29C625,21C930,END","11C686,25X1118,10C592,26C608,5C619,24C834,13C737,30C984,3C660,20C806,4C724,27X1685,2C793,29C1342,9C599,18X1188,7C868,21C1272,15C739,17C730,END","10C1631,24C934,15C731,28C1982,4C830,17C904,1C648,28C836,4C738,20X1960,10C697,25C2032,2C694,20C1102,13C921,26X1517,5C689,18C1048,9C748,29C1342,3C699,22C1349,12C679,29C1092,11C704,30C846,11C667,21C665,3X1019,26C935,13C771,30C781,2C619,24C742,9C619,27C969,7C679,17C765,7C590,21C702,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
